,name_id,gsis_id,display_name,football_name,first_name,last_name,short_name,status,dob,college,height,weight,entry_year,rookie_year,draft_number,draft_round,draft_team,headshot_url
768,Mike Tomczak,00-0016538,Mike Tomczak,,Mike,Tomczak,,RET,1962-10-23,,73.0,210.0,,,,,,
769,Mike White,00-0034401,Mike White,Mike,Michael,White,M.White,ACT,1995-03-25,Western Kentucky,76.0,225.0,2018.0,2018.0,171.0,5.0,DAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fmffqxu8o4ckhspqd8vm"
770,Milt Plum,,,,,,,,,,,,,,,,,
771,Mitch Leidner,00-0034044,Mitch Leidner,Mitch,Mitch,Leidner,M.Leidner,CUT,1994-01-17,Minnesota,75.0,226.0,2017.0,2017.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bmkbyx0ms5vkimav94he"
772,Mitchell Trubisky,00-0033869,Mitchell Trubisky,Mitchell,Mitchell,Trubisky,M.Trubisky,ACT,1994-08-20,North Carolina,74.0,215.0,2017.0,2017.0,2.0,1.0,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jetjlsljpb3shogn5grq"
773,Moses Moreno,00-0011640,Moses Moreno,,Moses,Moreno,,RET,1975-09-05,,73.0,205.0,,,,,,
774,Nate Davis,00-0027118,Nate Davis,,Nate,Davis,,RET,1987-05-25,,73.0,226.0,,,,,,
775,Nate Hybl,00-0021592,Nate Hybl,,Nate,Hybl,,RET,1980-05-01,,76.0,222.0,,,,,,
776,Nate Stanley,00-0036279,Nate Stanley,Nate,Nathan,Stanley,N.Stanley,CUT,1997-08-26,Iowa,76.0,243.0,2020.0,2020.0,244.0,7.0,MIN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cjbtyh7pscewjkcutymu"
777,Nate Sudfeld,00-0032792,Nate Sudfeld,Nate,Nathan,Sudfeld,N.Sudfeld,CUT,1993-10-07,Indiana,78.0,227.0,2016.0,2016.0,187.0,6.0,WAS,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l1acxbghxcms27qi59nq"
778,Nathan Enderle,00-0028098,Nathan Enderle,,Nathan,Enderle,,RET,1988-01-12,,76.0,240.0,,,,,,
779,Nathan Peterman,00-0033958,Nathan Peterman,Nathan,Nathan,Peterman,N.Peterman,DEV,1994-05-04,Pittsburgh,74.0,225.0,2017.0,2017.0,171.0,5.0,BUF,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/owifll49p0mmsjgf7rhn"
780,Nathan Rourke,00-0038150,Nathan Rourke,Nathan,Nathan,Rourke,N.Rourke,CUT,1998-05-24,Ohio,73.0,210.0,2020.0,2023.0,,,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rlghigxqeyfm50t0b8oa"
781,Neil Graff,,,,,,,,,,,,,,,,,
782,Neil Lomax,,,,,,,,,,,,,,,,,
783,Neil O'Donnell,00-0012261,Neil O'Donnell,,Neil,O'Donnell,,RET,1966-07-03,,75.0,228.0,1990.0,1990.0,70.0,,,
784,Nic Shimonek,00-0034574,Nic Shimonek,Nic,Nic,Shimonek,N.Shimonek,CUT,1994-08-22,Texas Tech,75.0,225.0,2018.0,2018.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/egs1fivcz7rl4dnwbj8n"
785,Nick Fitzgerald,00-0035471,Nick Fitzgerald,Nick,Nick,Fitzgerald,N.Fitzgerald,CUT,1996-01-14,Mississippi State,77.0,226.0,2019.0,2019.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dhb10eaz9lza43lnjjn6"
786,Nick Foles,00-0029567,Nick Foles,Nick,Nick,Foles,N.Foles,CUT,1989-01-20,Arizona,78.0,243.0,2012.0,2012.0,88.0,3.0,PHI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dxuz2ir773wylutxo7zs"
787,Nick Mullens,00-0033319,Nick Mullens,Nick,Nicholas,Mullens,N.Mullens,U01,1995-03-21,Southern Mississippi,73.0,210.0,2017.0,2017.0,,,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xkbzegq3t29ean26xyp0"
788,Nick Stephens,00-0029133,Nick Stephens,,Nick,Stephens,,RET,,,75.0,221.0,,,,,,
789,Nick Stevens,00-0034757,Nick Stevens,Nick,Nicholas,Stevens,,ACT,1995-01-31,Colorado State,75.0,215.0,2018.0,2018.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ilzobijvquyznc6dif4a"
790,Nick Tiano,00-0036072,Nick Tiano,,Nick,Tiano,,ACT,,,76.0,231.0,,,,,,
791,Nolan Henderson,00-0038449,Nolan Henderson,Nolan,Nolan,Henderson,N.Henderson,CUT,,Delaware,73.0,195.0,2023.0,2023.0,,,,
792,Norm Snead,,,,,,,,,,,,,,,,,
793,Norm Van Brocklin,,,,,,,,,,,,,,,,,
794,Norris Weese,,,,,,,,,,,,,,,,,
795,Ogden Compton,,,,,,,,,,,,,,,,,
796,Oliver Luck,,,,,,,,,,,,,,,,,
797,Omar Jacobs,00-0024378,Omar Jacobs,,Omar,Jacobs,,RET,,,76.0,224.0,,,,,,
798,Otto Graham,,,,,,,,,,,,,,,,,
799,P.J. Walker,00-0033275,P.J. Walker,P.J.,Phillip,Walker,P.Walker,CUT,1995-02-26,Temple,71.0,212.0,2017.0,2017.0,,,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rfbfapksdwh1o4othraq"
800,Parnell Dickinson,,,,,,,,,,,,,,,,,
801,Pat Barnes,00-0000785,Pat Barnes,,Pat,Barnes,,RET,1975-02-23,,75.0,215.0,,,,,,
802,Pat Devlin,00-0028453,Pat Devlin,Pat,Pat,Devlin,,CUT,1988-04-12,Delaware,75.0,220.0,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ugbqvszfqekyxmsr71vh"
803,Pat Haden,,,,,,,,,,,,,,,,,
804,Pat O'Hara,00-0012264,Pat O'Hara,,Pat,O'Hara,,RET,1968-09-27,,75.0,205.0,,,,,,
805,Pat Ryan,00-0014225,Pat Ryan,,Pat,Ryan,,RET,1955-09-16,,75.0,210.0,,,,,,
806,Pat Sullivan,,,,,,,,,,,,,,,,,
807,Pat White,00-0027020,Pat White,,Pat,White,,RET,1986-02-25,,72.0,190.0,,,,,,
808,Patrick Mahomes,00-0033873,Patrick Mahomes,Patrick,Patrick,Mahomes,P.Mahomes,ACT,1995-09-17,Texas Tech,75.0,230.0,2017.0,2017.0,10.0,1.0,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qrdbvu4iqy7wkqg8jq8d"
809,Patrick Ramsey,00-0021379,Patrick Ramsey,,Patrick,Ramsey,,RET,1979-02-14,,74.0,225.0,2002.0,2002.0,32.0,,,
810,Paul Justin,00-0008970,Paul Justin,,Paul,Justin,,RET,1968-05-19,,76.0,211.0,,,,,,
811,Paul McDonald,,,,,,,,,,,,,,,,,
812,Paul Smith,00-0026443,Paul Smith,,Paul,Smith,,RET,1984-07-02,,73.0,202.0,,,,,,
813,Paul Thompson,00-0025766,Paul Thompson,,Paul,Thompson,,RET,,,76.0,215.0,,,,,,
814,Paxton Lynch,00-0033108,Paxton Lynch,Paxton,Paxton,Lynch,P.Lynch,CUT,1994-02-12,Memphis,79.0,244.0,2016.0,2016.0,26.0,1.0,DEN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vtlr44rcvfumnmcowevo"
815,Perry Klein,00-0009321,Perry Klein,,Perry,Klein,,RET,1971-03-25,,74.0,218.0,,,,,,
816,Pete Beathard,,,,,,,,,,,,,,,,,
817,Pete Gonzalez,00-0006100,Pete Gonzalez,,Pete,Gonzalez,,RET,1974-07-04,,73.0,216.0,,,,,,
818,Pete Liske,,,,,,,,,,,,,,,,,
819,Peter Pujals,00-0034219,Peter Pujals,Peter,Peter,Pujals,P.Pujals,CUT,1995-01-23,Holy Cross,73.0,211.0,2018.0,2018.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wg0ahrdtjl82rbkd3qxv"
820,Peter Tom Willis,00-0017984,Peter Tom Willis,,Peter Tom,Willis,,RET,1967-01-04,,74.0,188.0,,,,,,
821,Peyton Manning,00-0010346,Peyton Manning,Peyton,Peyton,Manning,,ACT,1976-03-24,Tennessee,77.0,230.0,1998.0,1998.0,1.0,1.0,IND,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xpcd6auodk3w0vda6jal"
822,Phil Simms,00-0014922,Phil Simms,,Phil,Simms,,RET,1954-11-03,,75.0,216.0,,,,,,
823,Phil Stambaugh,00-0019359,Phil Stambaugh,,Phil,Stambaugh,,RET,1978-08-10,,75.0,217.0,,,,,,
824,Philip Rivers,00-0022942,Philip Rivers,Philip,Philip,Rivers,P.Rivers,ACT,1981-12-08,North Carolina State,77.0,228.0,2004.0,2004.0,4.0,1.0,NYG,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/voakyrtj34sghkwxaxxf"
825,Phillip Sims,00-0031988,Phillip Sims,,Phillip,Sims,,RET,,,76.0,210.0,,,,,,
826,Preston Jones,00-0008839,Preston Jones,,Preston,Jones,,RET,1970-07-03,,75.0,,,,,,,
827,Preston Parsons,00-0021062,Preston Parsons,,Preston,Parsons,,RET,1979-02-19,,76.0,235.0,,,,,,
828,Quincy Carter,00-0020404,Quincy Carter,,Quincy,Carter,,RET,1977-10-13,,74.0,217.0,2001.0,2001.0,53.0,,,
829,Quinn Gray,00-0020613,Quinn Gray,,Quinn,Gray,,RET,1979-05-21,,75.0,254.0,,,,,,
830,Quinton Porter,00-0024059,Quinton Porter,,Quinton,Porter,,RET,1982-12-28,,77.0,228.0,,,,,,
831,Ralph Guglielmi,,,,,,,,,,,,,,,,,
832,Randall Cunningham,00-0003761,Randall Cunningham,,Randall,Cunningham,,RET,1963-03-27,,76.0,215.0,1985.0,1985.0,37.0,,,
833,Randy Dean,,,,,,,,,,,,,,,,,
834,Randy Duncan,,,,,,,,,,,,,,,,,
835,Randy Fasani,00-0021254,Randy Fasani,,Randy,Fasani,,RET,1978-09-18,,75.0,234.0,2002.0,2002.0,137.0,,,
836,Randy Hedberg,,,,,,,,,,,,,,,,,
837,Randy Johnson,,,,,,,,,,,,,,,,,
838,Randy Wright,,,,,,,,,,,,,,,,,
839,Ray Lucas,00-0010137,Ray Lucas,,Ray,Lucas,,RET,1972-08-06,,75.0,215.0,,,,,,
840,Ray Mathews,,,,,,,,,,,,,,,,,
841,Ray Nagel,,,,,,,,,,,,,,,,,
842,Reggie Collier,,,,,,,,,,,,,,,,,
843,Reggie Slack,00-0015028,Reggie Slack,,Reggie,Slack,,RET,1968-05-02,,73.0,217.0,,,,,,
844,Reid Sinnett,00-0036052,Reid Sinnett,Reid,Reid,Sinnett,R.Sinnett,CUT,1997-02-05,San Diego,76.0,225.0,2020.0,2020.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gmuvybzns0hycbmaxrx2"
845,Rex Grossman,00-0022121,Rex Grossman,,Rex,Grossman,,RET,1980-08-23,,73.0,225.0,2003.0,2003.0,22.0,,,
846,Rhett Bomar,00-0026916,Rhett Bomar,,Rhett,Bomar,,RET,1985-07-02,,74.0,225.0,,,,,,
847,Rich Gannon,00-0005741,Rich Gannon,,Rich,Gannon,,RET,1965-12-20,,75.0,210.0,1987.0,1987.0,98.0,,,
848,Richard Bartel,00-0025749,Richard Bartel,,Richard,Bartel,,RET,1983-02-03,,76.0,230.0,,,,,,
849,Richard Todd,,,,,,,,,,,,,,,,,
850,Richie Lucas,,,,,,,,,,,,,,,,,
851,Rick Arrington,,,,,,,,,,,,,,,,,
852,Rick Mirer,00-0011378,Rick Mirer,,Rick,Mirer,,RET,1970-03-19,,75.0,210.0,1993.0,1993.0,2.0,,,
853,Rick Neuheisel,,,,,,,,,,,,,,,,,
854,Rick Norton,,,,,,,,,,,,,,,,,
855,Rick Strom,00-0015827,Rick Strom,,Rick,Strom,,RET,1965-03-11,,74.0,197.0,,,,,,
856,Ricky Ray,00-0020511,Ricky Ray,,Ricky,Ray,,RET,1979-10-22,,75.0,208.0,,,,,,
857,Ricky Stanzi,00-0028073,Ricky Stanzi,,Ricky,Stanzi,,RET,1987-09-03,,76.0,228.0,,,,,,
858,Riley Neal,00-0035865,Riley Neal,,Riley,Neal,,ACT,,,78.0,225.0,,,,,,
859,Rob Johnson,00-0008612,Rob Johnson,,Rob,Johnson,,RET,1973-03-18,,76.0,212.0,1995.0,1995.0,99.0,,,
860,Robert Griffin III,00-0029665,Robert Griffin III,Robert,Robert,Griffin,R.Griffin,DEV,1990-02-12,Baylor,74.0,213.0,2012.0,2012.0,2.0,1.0,WAS,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f9gitqxxg3f1uybdcfhc"
861,Rocky Lombardi,00-0039633,Rocky Lombardi,Rocky,Rocky,Lombardi,R.Lombardi,CUT,1998-07-30,Northern Illinois,75.0,223.0,2024.0,2024.0,,,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/plodpsgx1rzgnf22posb"
862,Rod Robinson,00-0013901,Rod Robinson,,Rod,Robinson,,RET,1976-05-17,,75.0,235.0,,,,,,
863,Rod Rutherford,00-0022373,Rod Rutherford,,Rod,Rutherford,,RET,1980-12-12,,74.0,223.0,,,,,,
864,Rodney Peete,00-0012732,Rodney Peete,,Rodney,Peete,,RET,1966-03-16,,72.0,230.0,1989.0,1989.0,141.0,,,
865,Roger Staubach,,,,,,,,,,,,,,,,,
866,Rohan Davey,00-0021238,Rohan Davey,,Rohan,Davey,,RET,1979-04-14,,74.0,245.0,,,,,,
867,Roman Gabriel,,,,,,,,,,,,,,,,,
868,Romaro Miller,00-0020246,Romaro Miller,,Romaro,Miller,,RET,1978-09-12,,73.0,195.0,,,,,,
869,Ron Jaworski,,,,,,,,,,,,,,,,,
870,Ron Miller,,,,,,,,,,,,,,,,,
871,Ron Powlus,00-0013186,Ron Powlus,,Ron,Powlus,,RET,1974-07-16,,73.0,225.0,,,,,,
872,Ron Smith,,,,,,,,,,,,,,,,,
873,Ron Vander Kelen,,,,,,,,,,,,,,,,,
874,Rudy Bukich,,,,,,,,,,,,,,,,,
875,Rudy Carpenter,00-0026775,Rudy Carpenter,,Rudy,Carpenter,,RET,1986-04-15,,74.0,215.0,,,,,,
876,Russell Wilson,00-0029263,Russell Wilson,Russell,Russell,Wilson,R.Wilson,U01,1988-11-29,Wisconsin,71.0,215.0,2012.0,2012.0,75.0,3.0,SEA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u36rhg0md8ey3b4khbre"
877,Rusty Hilger,00-0007413,Rusty Hilger,,Rusty,Hilger,,RET,1962-05-09,,76.0,200.0,,,,,,
878,Rusty Lisch,,,,,,,,,,,,,,,,,
879,Rusty Smith,00-0027775,Rusty Smith,,Rusty,Smith,,RET,1987-01-28,,77.0,226.0,2010.0,2010.0,176.0,,,
880,Ryan Finley,00-0035652,Ryan Finley,Ryan,Ryan,Finley,R.Finley,ACT,1994-12-26,North Carolina State,76.0,207.0,2019.0,2019.0,104.0,4.0,CIN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vz8qctzxuap5nxbaw8ql"
881,Ryan Fitzpatrick,00-0023682,Ryan Fitzpatrick,Ryan,Ryan,Fitzpatrick,R.Fitzpatrick,RES,1982-11-24,Harvard,74.0,228.0,2005.0,2005.0,250.0,7.0,STL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkhhxwplsawnhln9rsun"
882,Ryan Griffin,00-0029857,Ryan Griffin,Ryan,Ryan,Griffin,R.Griffin,DEV,1989-11-17,Tulane,77.0,210.0,2013.0,2013.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mpwu7c3o2lkxwqn1gras"
883,Ryan Katz,00-0029805,Ryan Katz,,Ryan,Katz,,RET,,,73.0,217.0,,,,,,
884,Ryan Leaf,00-0009715,Ryan Leaf,,Ryan,Leaf,,RET,1976-05-15,,77.0,235.0,1998.0,1998.0,2.0,,,
885,Ryan Lindley,00-0029531,Ryan Lindley,Ryan,Ryan,Lindley,,CUT,1989-06-22,San Diego State,75.0,232.0,2012.0,2012.0,185.0,6.0,ARI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hkcspynbhidpjfs3npao"
886,Ryan Mallett,00-0028012,Ryan Mallett,Ryan,Ryan,Mallett,R.Mallett,UFA,1988-06-05,Arkansas,78.0,250.0,2011.0,2011.0,74.0,3.0,NE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvn03oot2ttdoog5x0qr"
887,Ryan Nassib,00-0030586,Ryan Nassib,Ryan,Ryan,Nassib,R.Nassib,CUT,1990-03-10,Syracuse,74.0,223.0,2013.0,2013.0,110.0,4.0,NYG,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mwpobkoqx8dcyv4yin6n"
888,Ryan Perrilloux,00-0027931,Ryan Perrilloux,,Ryan,Perrilloux,,RET,,,75.0,204.0,,,,,,
889,Ryan Tannehill,00-0029701,Ryan Tannehill,Ryan,Ryan,Tannehill,R.Tannehill,ACT,1988-07-27,Texas A&amp;M,76.0,207.0,2012.0,2012.0,8.0,1.0,MIA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yvwju12dl6haf3r8uzrm"
890,Ryan Willis,00-0037028,Ryan Willis,Ryan,Ryan,Willis,R.Willis,RES,1996-09-28,Virginia Tech,76.0,220.0,2021.0,,,,,
891,Sage Rosenfels,00-0020480,Sage Rosenfels,,Sage,Rosenfels,,RET,1978-03-06,,76.0,225.0,2001.0,2001.0,109.0,,,
892,Sam Bradford,00-0027854,Sam Bradford,Sam,Sam,Bradford,S.Bradford,CUT,1987-11-08,Oklahoma,76.0,224.0,2010.0,2010.0,1.0,1.0,STL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fizwrxzfdaw7v2vzzpn6"
893,Sam Darnold,00-0034869,Sam Darnold,Sam,Sam,Darnold,S.Darnold,U01,1997-06-05,Southern California,75.0,225.0,2018.0,2018.0,3.0,1.0,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/agjgfwk9jk9ufoac2vpd"
894,Sam Ehlinger,00-0036879,Sam Ehlinger,Sam,Samuel,Ehlinger,S.Ehlinger,U01,1998-09-30,Texas,75.0,235.0,2021.0,2021.0,218.0,6.0,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vubjzsj0dowty2bwlj8s"
895,Sam Etcheverry,,,,,,,,,,,,,,,,,
896,Sam Hartman,00-0039677,Sam Hartman,Sam,Sam,Hartman,S.Hartman,ACT,1999-07-29,Notre Dame,73.0,210.0,2024.0,2024.0,,,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mj9bvcyihsspmkwcbral"
897,Sam Hollenbach,00-0024560,Sam Hollenbach,,Sam,Hollenbach,,RET,1983-09-09,,76.0,215.0,,,,,,
898,Sam Howell,00-0037077,Sam Howell,Sam,Sam,Howell,S.Howell,ACT,2000-11-16,North Carolina,73.0,225.0,2022.0,2022.0,144.0,5.0,WAS,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xd9l7dbtwz8bpvygmcab"
899,Sam Wyche,,,,,,,,,,,,,,,,,
900,Sammy Baugh,,,,,,,,,,,,,,,,,
901,Sammy Garza,,,,,,,,,,,,,,,,,
902,Scott Brunner,,,,,,,,,,,,,,,,,
903,Scott Bull,,,,,,,,,,,,,,,,,
904,Scott Campbell,,,,,,,,,,,,,,,,,
905,Scott Covington,00-0003557,Scott Covington,,Scott,Covington,,RET,1976-01-17,,75.0,217.0,,,,,,
906,Scott Dreisbach,00-0004527,Scott Dreisbach,,Scott,Dreisbach,,RET,1975-12-16,,75.0,210.0,,,,,,
907,Scott Hunter,,,,,,,,,,,,,,,,,
908,Scott Milanovich,00-0011210,Scott Milanovich,,Scott,Milanovich,,RET,1973-01-25,,75.0,220.0,,,,,,
909,Scott Mitchell,00-0011434,Scott Mitchell,,Scott,Mitchell,,RET,1968-01-02,,78.0,240.0,1990.0,1990.0,93.0,,,
910,Scott Otis,00-0012443,Scott Otis,,Scott,Otis,,RET,1972-09-28,,77.0,230.0,,,,,,
911,Scott Secules,00-0014630,Scott Secules,,Scott,Secules,,RET,1964-11-08,,75.0,220.0,,,,,,
912,Scott Tinsley,,,,,,,,,,,,,,,,,
913,Scott Tolzien,00-0028595,Scott Tolzien,Scott,Scott,Tolzien,S.Tolzien,UFA,1987-09-04,Wisconsin,74.0,215.0,2011.0,2011.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kt8ji3aejylpnpskeqzn"
914,Scott Zolak,00-0018518,Scott Zolak,,Scott,Zolak,,RET,1967-12-13,,77.0,235.0,,,,,,
915,Scotty Glacken,,,,,,,,,,,,,,,,,
916,Sean Canfield,00-0027830,Sean Canfield,,Sean,Canfield,,RET,1986-11-12,,76.0,223.0,,,,,,
917,Sean Clifford,00-0038391,Sean Clifford,Sean,Sean,Clifford,S.Clifford,ACT,1998-07-14,Penn State,74.0,212.0,2023.0,2023.0,149.0,5.0,GB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ru4qdl0ffm28dvywvc4r"
918,Sean Keenan,00-0019295,Sean Keenan,,Sean,Keenan,,RET,1977-01-02,,75.0,208.0,,,,,,
919,Sean Mannion,00-0032245,Sean Mannion,Sean,Sean,Mannion,S.Mannion,DEV,1992-04-25,Oregon State,78.0,231.0,2015.0,2015.0,89.0,3.0,STL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lcuc7hhiijmt8xtitm77"
920,Sean Renfree,00-0030569,Sean Renfree,,Sean,Renfree,,RET,1990-04-28,,77.0,225.0,,,,,,
921,Sean Salisbury,00-0014270,Sean Salisbury,,Sean,Salisbury,,RET,1963-03-09,,77.0,225.0,,,,,,
922,Sefo Liufau,00-0033429,Sefo Liufau,Sefo,Sefo,Liufau,S.Liufau,CUT,1994-10-29,Colorado,75.0,232.0,2017.0,2017.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wvyghiux8apnatwvahnc"
923,Seneca Wallace,00-0022055,Seneca Wallace,,Seneca,Wallace,,RET,1980-08-06,,71.0,205.0,2003.0,2003.0,110.0,,,
924,Seth Burford,00-0021322,Seth Burford,,Seth,Burford,,RET,1979-03-11,,75.0,241.0,,,,,,
925,Seth Doege,00-0029772,Seth Doege,,Seth,Doege,,RET,,,73.0,197.0,,,,,,
926,Seth Lobato,00-0030846,Seth Lobato,,Seth,Lobato,,RET,,,78.0,223.0,,,,,,
927,Shane Boyd,00-0023126,Shane Boyd,,Shane,Boyd,,RET,1982-09-18,,73.0,232.0,,,,,,
928,Shane Buechele,00-0036679,Shane Buechele,Shane,Shane,Buechele,S.Buechele,ACT,1998-01-08,Southern Methodist,73.0,205.0,2021.0,2021.0,,,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ufr8xg8gnfsnspxsa5ht"
929,Shane Carden,00-0031905,Shane Carden,,Shane,Carden,,RET,,,74.0,218.0,,,,,,
930,Shane Matthews,00-0010560,Shane Matthews,,Shane,Matthews,,RET,1970-06-01,,75.0,199.0,,,,,,
931,Shaun Hill,00-0020679,Shaun Hill,Shaun,Shaun,Hill,,UFA,1980-01-09,Maryland,75.0,230.0,2002.0,2002.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dn42ccbwrshm7uksyphy"
932,Shaun King,00-0009266,Shaun King,,Shaun,King,,RET,1977-05-29,,73.0,228.0,1999.0,1999.0,50.0,,,
933,Shawn Halloran,,,,,,,,,,,,,,,,,
934,Shawn Moore,00-0011611,Shawn Moore,,Shawn,Moore,,RET,1968-04-04,,74.0,213.0,,,,,,
935,Shea Patterson,00-0036135,Shea Patterson,,Shea,Patterson,,ACT,,,73.0,212.0,,,,,,
936,Sherdrick Bonner,00-0001470,Sherdrick Bonner,,Sherdrick,Bonner,,RET,1968-10-19,,76.0,238.0,,,,,,
937,Skylar Thompson,00-0037327,Skylar Thompson,Skylar,Skylar,Thompson,S.Thompson,ACT,1997-06-04,Kansas State,74.0,221.0,2022.0,2022.0,247.0,7.0,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pfzzkuppkzuy1obzuf0m"
938,Sonny Jurgensen,,,,,,,,,,,,,,,,,
939,Spencer Rattler,00-0039376,Spencer Rattler,Spencer,Spencer,Rattler,S.Rattler,ACT,2000-09-28,South Carolina,73.0,218.0,2024.0,2024.0,150.0,5.0,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xhllpfkd4hrpbwczbca6"
940,Spergon Wynn,00-0019553,Spergon Wynn,,Spergon,Wynn,,RET,1978-08-10,,75.0,226.0,2000.0,2000.0,183.0,,,
941,Stan Gelbaugh,00-0005869,Stan Gelbaugh,,Stan,Gelbaugh,,RET,1962-12-04,,75.0,215.0,,,,,,
942,Stan Humphries,00-0007921,Stan Humphries,,Stan,Humphries,,RET,1965-04-14,,74.0,223.0,,,,,,
943,Stan White,00-0017575,Stan White,,Stan,White,,RET,1971-08-14,,74.0,202.0,,,,,,
944,Stefan LeFors,00-0023555,Stefan LeFors,,Stefan,LeFors,,RET,1981-06-07,,72.0,201.0,,,,,,
945,Stephen McGee,00-0027071,Stephen McGee,,Stephen,McGee,,RET,1985-09-27,,75.0,227.0,2009.0,2009.0,101.0,,,
946,Stephen Morris,00-0030825,Stephen Morris,Stephen,Stephen,Morris,S.Morris,CUT,1992-08-27,Miami (Fla.),74.0,220.0,2014.0,2014.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mp8qefshihoqnzkkuhv4"
947,Stetson Bennett,00-0039107,Stetson Bennett,Stetson,Stetson,Bennett,S.Bennett,ACT,1997-10-28,Georgia,71.0,190.0,2023.0,2023.0,128.0,4.0,LA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dorzszcuggyps9ifu7iz"
948,Steve Bartkowski,,,,,,,,,,,,,,,,,
949,Steve Beuerlein,00-0001218,Steve Beuerlein,,Steve,Beuerlein,,RET,1965-03-07,,75.0,220.0,1987.0,1987.0,110.0,,,
950,Steve Bono,00-0001471,Steve Bono,,Steve,Bono,,RET,1962-05-11,,76.0,215.0,,,,,,
951,Steve Bradley,,,,,,,,,,,,,,,,,
952,Steve DeBerg,00-0004116,Steve DeBerg,,Steve,DeBerg,,RET,1954-01-19,,75.0,230.0,,,,,,
953,Steve Dils,,,,,,,,,,,,,,,,,
954,Steve Fuller,,,,,,,,,,,,,,,,,
955,Steve Grogan,,,,,,,,,,,,,,,,,
956,Steve Matthews,00-0010561,Steve Matthews,,Steve,Matthews,,RET,1970-10-13,,75.0,228.0,,,,,,
957,Steve McNair,00-0011024,Steve McNair,,Steve,McNair,,RET,1973-02-14,,74.0,230.0,1995.0,1995.0,3.0,,,
958,Steve Myer,,,,,,,,,,,,,,,,,
959,Steve Pelluer,00-0012748,Steve Pelluer,,Steve,Pelluer,,RET,1962-07-29,,76.0,204.0,,,,,,
960,Steve Pisarkiewicz,,,,,,,,,,,,,,,,,
961,Steve Ramsey,,,,,,,,,,,,,,,,,
962,Steve Romanik,,,,,,,,,,,,,,,,,
963,Steve Sloan,,,,,,,,,,,,,,,,,
964,Steve Spurrier,,,,,,,,,,,,,,,,,
965,Steve Stenstrom,00-0015627,Steve Stenstrom,,Steve,Stenstrom,,RET,1971-12-23,,74.0,202.0,1995.0,1995.0,134.0,,,
966,Steve Tensi,,,,,,,,,,,,,,,,,
967,Steve Walsh,00-0017121,Steve Walsh,,Steve,Walsh,,RET,1966-12-01,,75.0,215.0,,,,,,
968,Steve Young,00-0018441,Steve Young,,Steve,Young,,RET,1961-10-11,,74.0,215.0,,,,,,
